country,Left Score,Right Score,Score,Pref
IN,24,28,70,Right
AU,23,32,75,Right
PH,38,37,65,Right
IN,21,42,87,Right
US,17,28,77,Right
IL,38,22,50,Left
GB,39,25,52,Left
AE,36,26,56,None
PL,34,36,68,Right
IN,39,28,55,Left
AU,31,26,61,None
US,21,32,77,Right
ID,25,37,78,Right
GB,28,35,73,Right
CA,42,29,53,Left
US,30,25,61,None
GB,39,28,55,Left
EE,30,25,61,None
AU,34,28,60,None
US,47,32,51,Left
IN,45,34,55,Left
US,35,31,62,None
HR,22,31,75,Right
VN,41,33,58,None
GB,38,33,61,None
US,36,28,58,None
ID,37,21,50,Left
GT,42,27,51,Left
US,20,44,90,Right
US,26,28,68,Right
GB,44,30,52,Left
US,37,31,60,None
MA,46,25,45,Left
FR,40,31,57,None
US,34,29,61,None
US,35,30,61,None
US,46,31,51,Left
US,31,37,72,Right
CA,34,32,64,None
US,39,21,48,Left
US,38,31,59,None
CA,47,36,55,Left
US,30,23,59,None
ES,45,17,38,Left
US,29,34,71,Right
GB,36,36,66,Right
RO,40,29,55,Left
US,25,32,73,Right
AR,47,37,56,None
US,35,18,49,Left
US,55,45,56,None
PT,32,32,66,Right
PT,31,37,72,Right
BY,34,35,67,Right
CA,47,15,34,Left
US,26,35,75,Right
US,38,18,46,Left
GB,24,32,74,Right
US,24,42,84,Right
SG,33,29,62,None
CA,22,35,79,Right
US,30,29,65,Right
US,35,24,55,Left
US,31,35,70,Right
US,32,39,73,Right
US,29,38,75,Right
US,26,33,73,Right
US,33,36,69,Right
US,43,17,40,Left
US,32,38,72,Right
US,28,36,74,Right
CA,36,28,58,None
US,24,36,78,Right
US,25,36,77,Right
US,36,30,60,None
US,35,35,66,Right
MX,26,39,79,Right
US,26,30,70,Right
US,32,35,69,Right
US,35,23,54,Left
AU,41,24,49,Left
IN,31,34,69,Right
US,34,30,62,None
US,34,27,59,None
US,43,22,45,Left
AU,42,26,50,Left
IN,29,31,68,Right
CA,33,34,67,Right
ID,41,36,61,None
US,35,21,52,Left
US,27,33,72,Right
US,39,31,58,None
US,32,41,75,Right
PK,47,29,48,Left
SG,28,34,72,Right
US,22,43,87,Right
US,32,35,69,Right
US,20,33,79,Right
US,45,33,54,Left
US,24,30,72,Right
US,28,35,73,Right
NP,39,31,58,None
AU,35,28,59,None
AU,19,35,82,Right
JP,27,32,71,Right
US,29,36,73,Right
PH,27,33,72,Right
US,41,40,65,Right
AU,31,28,63,None
IN,33,43,76,Right
US,34,35,67,Right
AU,29,25,62,None
ES,30,38,74,Right
US,29,38,75,Right
TM,47,33,52,Left
LK,47,28,47,Left
ID,34,30,62,None
RO,29,31,68,Right
IN,38,34,62,None
RO,39,27,54,Left
JP,45,31,52,Left
KH,48,33,51,Left
CA,43,27,50,Left
TH,24,35,77,Right
IN,36,29,59,None
US,29,20,57,None
US,36,30,60,None
US,32,36,70,Right
DK,52,17,31,Left
AU,37,36,65,Right
IN,39,34,61,None
CA,36,28,58,None
DK,25,33,74,Right
MY,33,31,64,None
US,28,39,77,Right
US,44,29,51,Left
NL,41,30,55,Left
SE,25,35,76,Right
BE,31,27,62,None
MX,38,25,53,Left
ID,39,25,52,Left
US,36,25,55,Left
GB,35,42,73,Right
GB,42,29,53,Left
US,29,30,67,Right
US,39,27,54,Left
AU,18,26,74,Right
US,35,28,59,None
JM,34,26,58,None
US,43,26,49,Left
US,33,35,68,Right
US,27,37,76,Right
CA,28,33,71,Right
US,44,33,55,Left
DE,45,17,38,Left
IR,31,21,56,None
US,30,38,74,Right
IN,39,33,60,None
IE,36,39,69,Right
US,31,36,71,Right
CZ,18,25,73,Right
GB,36,30,60,None
GB,31,32,67,Right
US,27,40,79,Right
US,22,29,73,Right
US,47,23,42,Left
GB,31,38,73,Right
PK,26,30,70,Right
NL,44,30,52,Left
CA,32,36,70,Right
US,37,29,58,None
FI,21,33,78,Right
US,39,31,58,None
IR,33,30,63,None
GB,30,37,73,Right
LB,37,30,59,None
CA,37,23,52,Left
JM,35,30,61,None
CA,28,34,72,Right
CA,44,30,52,Left
US,45,36,57,None
ZA,29,32,69,Right
US,35,33,64,None
US,25,32,73,Right
US,35,30,61,None
US,36,28,58,None
US,35,32,63,None
US,28,26,64,None
US,30,33,69,Right
US,34,29,61,None
US,49,23,40,Left
US,28,29,67,Right
PH,43,28,51,Left
CA,33,24,57,None
RO,40,25,51,Left
US,41,24,49,Left
ID,35,26,57,None
US,49,26,43,Left
US,41,30,55,Left
MY,28,32,70,Right
US,31,31,66,Right
US,22,33,77,Right
US,35,23,54,Left
CA,30,29,65,Right
US,36,29,59,None
US,25,27,68,Right
US,43,23,46,Left
US,38,28,56,None
QA,23,36,79,Right
US,32,27,61,None
US,13,38,91,Right
ID,34,38,70,Right
US,25,40,81,Right
US,21,39,84,Right
US,40,22,48,Left
US,25,35,76,Right
US,25,38,79,Right
US,35,29,60,None
CA,31,31,66,Right
ID,36,29,59,None
US,26,30,70,Right
US,19,40,87,Right
AE,37,25,54,Left
US,30,32,68,Right
US,41,27,52,Left
US,39,27,54,Left
SG,31,31,66,Right
US,34,35,67,Right
NZ,38,31,59,None
US,43,28,51,Left
US,46,21,41,Left
US,39,20,47,Left
US,45,14,35,Left
US,32,39,73,Right
US,21,40,85,Right
US,44,37,59,None
US,28,37,75,Right
PK,38,28,56,None
MX,37,25,54,Left
PH,30,33,69,Right
US,37,24,53,Left
US,28,24,62,None
US,35,31,62,None
US,38,28,56,None
SG,41,31,56,None
CA,27,37,76,Right
CA,47,33,52,Left
US,39,37,64,None
US,35,36,67,Right
IN,29,36,73,Right
US,23,37,80,Right
JP,28,28,66,Right
MY,27,25,64,None
US,23,43,86,Right
MY,31,31,66,Right
AE,30,32,68,Right
US,40,29,55,Left
IN,30,33,69,Right
IN,27,29,68,Right
IN,43,25,48,Left
US,39,27,54,Left
PH,40,40,66,Right
ZA,37,23,52,Left
AE,31,32,67,Right
US,27,37,76,Right
TR,23,31,74,Right
US,30,30,66,Right
US,26,37,77,Right
BG,46,35,55,Left
PH,36,33,63,None
GB,37,27,56,None
US,20,34,80,Right
US,29,32,69,Right
US,33,31,64,None
US,26,29,69,Right
IN,34,34,66,Right
US,24,38,80,Right
US,35,36,67,Right
US,29,30,67,Right
IL,32,35,69,Right
LB,44,33,55,Left
IE,36,29,59,None
IN,42,26,50,Left
US,36,34,64,None
CA,37,32,61,None
IN,20,26,72,Right
EG,51,23,38,Left
BG,27,28,67,Right
US,19,30,77,Right
US,36,31,61,None
US,48,28,46,Left
AE,44,31,53,Left
LB,26,27,67,Right
US,29,28,65,Right
FR,35,39,70,Right
US,37,25,54,Left
US,33,32,65,Right
PK,31,27,62,None
SG,36,35,65,Right
CA,28,31,69,Right
US,33,31,64,None
US,32,35,69,Right
US,25,39,80,Right
US,38,33,61,None
US,43,34,57,None
CA,42,30,54,Left
CA,13,37,90,Right
US,41,33,58,None
GB,51,37,52,Left
US,26,32,72,Right
US,26,33,73,Right
US,49,33,50,Left
US,42,31,55,Left
IN,30,30,66,Right
US,47,38,57,None
SA,44,25,47,Left
US,28,28,66,Right
MD,36,24,54,Left
US,34,28,60,None
US,40,30,56,None
MA,41,35,60,None
US,33,40,73,Right
US,22,33,77,Right
US,21,30,75,Right
BR,27,24,63,None
US,36,27,57,None
US,35,28,59,None
US,46,21,41,Left
US,36,20,50,Left
FR,29,32,69,Right
US,36,27,57,None
US,35,30,61,None
US,36,26,56,None
GR,28,38,76,Right
US,23,35,78,Right
US,30,35,71,Right
SE,37,30,59,None
US,29,35,72,Right
US,39,29,56,None
US,32,30,64,None
GB,30,20,56,None
CA,29,28,65,Right
US,27,38,77,Right
US,45,33,54,Left
US,36,27,57,None
SV,27,20,59,None
ID,32,32,66,Right
GB,31,29,64,None
NL,29,30,67,Right
NP,32,23,57,None
NZ,28,31,69,Right
US,25,29,70,Right
US,35,35,66,Right
US,40,36,62,None
AU,27,28,67,Right
US,34,29,61,None
US,36,32,62,None
US,26,34,74,Right
US,29,32,69,Right
CA,33,39,72,Right
US,45,24,45,Left
US,28,36,74,Right
US,42,29,53,Left
US,30,27,63,None
US,41,30,55,Left
PH,32,22,56,None
US,31,28,63,None
CA,30,32,68,Right
US,17,44,93,Right
US,25,34,75,Right
CA,40,35,61,None
US,43,32,55,Left
VN,28,30,68,Right
US,30,36,72,Right
US,22,37,81,Right
US,36,34,64,None
US,44,36,58,None
US,23,33,76,Right
US,22,45,89,Right
US,30,32,68,Right
NZ,29,33,70,Right
US,41,25,50,Left
IN,43,29,52,Left
US,27,40,79,Right
US,36,27,57,None
US,26,33,73,Right
US,31,33,68,Right
IN,23,38,81,Right
AE,44,26,48,Left
TH,32,25,59,None
US,27,38,77,Right
US,41,34,59,None
US,42,26,50,Left
CA,24,32,74,Right
ZA,36,27,57,None
CA,34,32,64,None
IN,27,23,62,None
SG,22,23,67,Right
MY,34,30,62,None
US,35,28,59,None
US,41,32,57,None
US,38,36,64,None
LK,33,34,67,Right
US,33,27,60,None
US,35,35,66,Right
AU,33,31,64,None
FR,30,19,55,Left
IN,39,31,58,None
US,41,30,55,Left
ZA,47,32,51,Left
IN,41,18,43,Left
PK,45,35,56,None
GB,39,36,63,None
GB,25,37,78,Right
BH,40,29,55,Left
SG,45,30,51,Left
AU,44,27,49,Left
AU,25,27,68,Right
GB,31,41,76,Right
MY,32,28,62,None
GB,41,26,51,Left
US,45,34,55,Left
CA,43,34,57,None
GB,32,31,65,Right
AU,31,27,62,None
US,32,23,57,None
US,22,30,74,Right
IN,37,31,60,None
US,37,28,57,None
GR,22,33,77,Right
RW,33,27,60,None
PH,39,24,51,Left
FI,34,32,64,None
IN,27,31,70,Right
MY,33,32,65,Right
CA,26,31,71,Right
AU,29,31,68,Right
MY,34,33,65,Right
ID,34,34,66,Right
US,16,37,87,Right
US,32,36,70,Right
US,39,27,54,Left
GB,33,32,65,Right
IN,43,23,46,Left
CA,34,27,59,None
US,39,38,65,Right
US,38,40,68,Right
US,47,32,51,Left
US,24,29,71,Right
US,41,32,57,None
US,22,40,84,Right
HU,41,24,49,Left
US,32,32,66,Right
US,29,25,62,None
IN,39,37,64,None
EG,23,29,72,Right
US,16,16,66,Right
GB,29,31,68,Right
US,29,34,71,Right
FI,47,25,44,Left
US,38,25,53,Left
US,43,30,53,Left
US,31,32,67,Right
US,40,26,52,Left
US,33,36,69,Right
US,44,24,46,Left
US,31,28,63,None
US,35,23,54,Left
US,36,27,57,None
US,39,21,48,Left
US,30,25,61,None
US,43,19,42,Left
US,32,26,60,None
US,27,31,70,Right
US,24,40,82,Right
US,32,38,72,Right
US,35,32,63,None
AP,32,31,65,Right
US,37,26,55,Left
US,34,31,63,None
MY,28,38,76,Right
BR,19,37,84,Right
US,31,33,68,Right
RO,51,32,47,Left
US,44,28,50,Left
US,37,26,55,Left
ZA,23,41,84,Right
GB,50,33,49,Left
US,27,29,68,Right
US,23,29,72,Right
CZ,34,32,64,None
GB,26,31,71,Right
US,39,21,48,Left
GB,51,23,38,Left
US,54,29,41,Left
US,35,25,56,None
US,34,24,56,None
US,32,32,66,Right
TR,44,29,51,Left
HR,25,36,77,Right
NO,38,31,59,None
CA,39,25,52,Left
IT,27,35,74,Right
US,34,30,62,None
FI,34,31,63,None
US,33,32,65,Right
US,28,27,65,Right
US,33,31,64,None
US,43,30,53,Left
US,22,31,75,Right
US,30,27,63,None
US,35,27,58,None
GB,37,31,60,None
US,29,31,68,Right
GB,29,30,67,Right
AL,37,28,57,None
GB,34,37,69,Right
ZA,34,30,62,None
US,27,34,73,Right
US,47,23,42,Left
US,23,37,80,Right
US,28,33,71,Right
US,26,34,74,Right
US,38,35,63,None
IE,36,27,57,None
US,36,30,60,None
US,35,32,63,None
NL,36,23,53,Left
US,37,27,56,None
US,50,19,35,Left
US,32,39,73,Right
US,31,29,64,None
US,28,27,65,Right
US,47,35,54,Left
US,22,36,80,Right
US,27,36,75,Right
US,29,22,59,None
US,37,31,60,None
US,41,24,49,Left
US,42,37,61,None
BR,27,35,74,Right
US,29,25,62,None
US,34,23,55,Left
US,29,23,60,None
US,33,36,69,Right
US,35,32,63,None
US,29,36,73,Right
BR,33,30,63,None
NG,25,27,68,Right
US,36,27,57,None
CA,40,26,52,Left
US,31,34,69,Right
US,41,29,54,Left
US,23,30,73,Right
US,22,37,81,Right
US,29,26,63,None
TH,33,29,62,None
US,20,31,77,Right
AE,32,37,71,Right
US,40,27,53,Left
US,33,36,69,Right
US,37,32,61,None
US,35,26,57,None
US,40,36,62,None
US,27,24,63,None
AU,31,28,63,None
US,31,36,71,Right
US,37,30,59,None
US,38,33,61,None
US,34,36,68,Right
AU,29,32,69,Right
IN,36,25,55,Left
US,41,28,53,Left
US,28,30,68,Right
US,31,38,73,Right
US,37,37,66,Right
CH,37,27,56,None
US,32,33,67,Right
US,33,21,54,Left
ID,46,14,34,Left
US,36,31,61,None
JP,43,37,60,None
US,40,28,54,Left
AU,28,26,64,None
US,46,29,49,Left
US,23,36,79,Right
US,37,40,69,Right
HK,24,30,72,Right
US,41,20,45,Left
US,31,28,63,None
IR,18,26,74,Right
ZA,29,25,62,None
US,35,26,57,None
EU,38,29,57,None
AP,42,34,58,None
BG,27,38,77,Right
MY,43,31,54,Left
ZA,47,22,41,Left
US,41,33,58,None
AE,34,24,56,None
AE,29,33,70,Right
AU,20,41,87,Right
AU,39,36,63,None
US,44,29,51,Left
GB,26,38,78,Right
US,43,35,58,None
IN,45,33,54,Left
CA,47,27,46,Left
US,40,30,56,None
NL,33,36,69,Right
GB,34,28,60,None
GB,28,28,66,Right
GB,36,36,66,Right
HR,36,26,56,None
IN,34,30,62,None
CA,37,26,55,Left
GB,29,31,68,Right
US,24,34,76,Right
US,31,30,65,Right
AE,25,21,62,None
US,31,29,64,None
GB,43,24,47,Left
GB,39,24,51,Left
US,40,31,57,None
US,32,28,62,None
US,33,35,68,Right
US,15,39,90,Right
GB,32,24,58,None
US,33,32,65,Right
US,35,31,62,None
US,34,27,59,None
GB,53,29,42,Left
PK,31,33,68,Right
SG,38,22,50,Left
SG,38,23,51,Left
US,30,36,72,Right
US,31,31,66,Right
US,37,20,49,Left
US,31,28,63,None
US,31,25,60,None
US,27,39,78,Right
US,34,34,66,Right
US,30,30,66,Right
US,43,23,46,Left
US,38,24,52,Left
US,22,34,78,Right
CA,35,32,63,None
US,33,31,64,None
CA,39,34,61,None
US,29,37,74,Right
US,24,29,71,Right
US,41,29,54,Left
US,41,32,57,None
US,21,37,82,Right
US,36,33,63,None
US,7,0,59,None
US,30,28,64,None
US,45,29,50,Left
US,34,31,63,None
GB,32,26,60,None
AU,37,31,60,None
SA,21,44,89,Right
IN,43,30,53,Left
MY,27,34,73,Right
DK,30,36,72,Right
GB,34,27,59,None
EE,24,30,72,Right
CA,35,29,60,None
MY,26,25,65,Right
IE,39,36,63,None
US,32,31,65,Right
US,36,43,73,Right
IE,43,34,57,None
US,39,25,52,Left
EE,30,31,67,Right
IN,33,29,62,None
US,37,33,62,None
US,29,36,73,Right
US,43,24,47,Left
US,32,34,68,Right
US,27,35,74,Right
US,30,25,61,None
US,26,36,76,Right
IT,27,33,72,Right
IE,23,34,77,Right
US,34,30,62,None
HU,39,28,55,Left
US,41,23,48,Left
GR,34,26,58,None
US,34,31,63,None
US,30,29,65,Right
US,35,28,59,None
GB,25,37,78,Right
US,21,40,85,Right
UA,22,28,72,Right
US,44,27,49,Left
GB,17,35,84,Right
US,34,27,59,None
US,34,30,62,None
MY,29,31,68,Right
IR,28,23,61,None
US,38,25,53,Left
CA,40,30,56,None
US,45,21,42,Left
US,25,22,63,None
CA,33,25,58,None
GB,24,32,74,Right
CA,42,28,52,Left
GB,31,29,64,None
US,38,20,48,Left
US,24,35,77,Right
GB,33,28,61,None
US,21,33,78,Right
US,39,20,47,Left
CA,44,27,49,Left
FI,48,24,42,Left
AU,31,30,65,Right
US,26,32,72,Right
US,33,26,59,None
US,30,27,63,None
US,48,25,43,Left
CA,39,28,55,Left
US,25,36,77,Right
US,36,29,59,None
GB,35,29,60,None
US,42,28,52,Left
US,51,25,40,Left
US,39,26,53,Left
CA,39,37,64,None
US,17,34,83,Right
US,34,34,66,Right
US,40,24,50,Left
US,29,30,67,Right
PY,19,36,83,Right
US,15,34,85,Right
US,27,31,70,Right
US,31,32,67,Right
US,26,33,73,Right
HK,34,26,58,None
US,34,25,57,None
US,30,32,68,Right
US,39,20,47,Left
US,34,32,64,None
US,33,33,66,Right
FR,25,25,66,Right
AU,50,16,32,Left
MY,26,37,77,Right
US,17,34,83,Right
AU,28,32,70,Right
US,27,29,68,Right
AU,18,37,85,Right
US,29,29,66,Right
US,30,35,71,Right
AU,33,25,58,None
US,25,33,74,Right
US,27,38,77,Right
US,28,33,71,Right
US,37,25,54,Left
US,40,33,59,None
US,34,31,63,None
CA,33,39,72,Right
US,33,27,60,None
US,24,41,83,Right
US,30,29,65,Right
US,31,32,67,Right
US,25,40,81,Right
LK,46,27,47,Left
GB,41,35,60,None
US,32,32,66,Right
US,29,31,68,Right
US,33,25,58,None
US,30,29,65,Right
US,23,39,82,Right
US,24,35,77,Right
US,18,40,88,Right
US,29,27,64,None
US,26,31,71,Right
US,24,37,79,Right
US,36,33,63,None
US,29,30,67,Right
ZA,50,21,37,Left
ID,33,28,61,None
ID,36,23,53,Left
ZA,33,38,71,Right
NZ,29,24,61,None
AU,27,32,71,Right
ID,42,35,59,None
LK,29,29,66,Right
ID,33,31,64,None
ZA,42,22,46,Left
US,31,36,71,Right
MY,38,24,52,Left
GB,36,34,64,None
IN,39,30,57,None
IN,44,24,46,Left
GR,38,24,52,Left
SI,42,24,48,Left
ZA,48,27,45,Left
US,26,35,75,Right
US,35,26,57,None
GB,33,31,64,None
GB,33,26,59,None
GB,22,35,79,Right
PH,41,41,66,Right
DE,39,28,55,Left
MY,37,29,58,None
IN,28,39,77,Right
VN,24,32,74,Right
IN,39,30,57,None
US,40,27,53,Left
US,33,28,61,None
RU,38,29,57,None
US,35,28,59,None
US,27,27,66,Right
US,44,39,61,None
US,40,18,44,Left
US,38,27,55,Left
US,29,27,64,None
PT,21,27,72,Right
RS,38,33,61,None
US,35,30,61,None
RO,25,31,72,Right
AU,42,29,53,Left
EG,38,36,64,None
DE,29,34,71,Right
US,30,27,63,None
ID,31,30,65,Right
US,47,28,47,Left
PL,41,25,50,Left
IN,39,35,62,None
US,35,30,61,None
US,41,32,57,None
US,41,23,48,Left
ZA,24,43,85,Right
GB,42,30,54,Left
ZA,37,27,56,None
US,44,26,48,Left
US,45,36,57,None
US,34,29,61,None
US,41,38,63,None
US,42,29,53,Left
BR,31,28,63,None
GB,26,31,71,Right
US,21,38,83,Right
KW,36,33,63,None
GB,48,35,53,Left
US,41,26,51,Left
CA,31,30,65,Right
US,48,25,43,Left
US,32,35,69,Right
US,30,39,75,Right
US,30,30,66,Right
US,28,32,70,Right
GB,30,34,70,Right
US,35,35,66,Right
GB,38,30,58,None
GB,36,17,47,Left
US,32,28,62,None
US,42,31,55,Left
US,34,27,59,None
US,38,24,52,Left
US,16,36,86,Right
US,30,25,61,None
US,38,29,57,None
US,24,41,83,Right
GB,45,22,43,Left
IE,53,24,37,Left
CA,36,25,55,Left
US,36,34,64,None
CA,32,32,66,Right
CA,23,38,81,Right
US,32,31,65,Right
US,30,29,65,Right
KW,41,29,54,Left
CA,28,30,68,Right
US,29,29,66,Right
AU,30,30,66,Right
US,31,28,63,None
US,39,27,54,Left
US,34,33,65,Right
US,37,24,53,Left
AU,42,28,52,Left
US,50,21,37,Left
US,32,29,63,None
US,32,29,63,None
US,39,27,54,Left
US,29,31,68,Right
US,45,34,55,Left
US,33,26,59,None
MY,39,26,53,Left
US,37,39,68,Right
US,27,40,79,Right
US,15,31,82,Right
US,40,28,54,Left
US,37,37,66,Right
US,45,29,50,Left
US,41,29,54,Left
US,20,40,86,Right
US,36,29,59,None
US,21,36,81,Right
CA,41,23,48,Left
US,32,31,65,Right
US,45,26,47,Left
US,28,29,67,Right
CA,34,33,65,Right
US,32,30,64,None
ZA,26,37,77,Right
US,33,31,64,None
US,29,26,63,None
US,30,30,66,Right
US,50,38,54,Left
LK,34,23,55,Left
CA,28,31,69,Right
US,25,32,73,Right
SA,37,35,64,None
AU,36,31,61,None
PH,28,29,67,Right
PH,45,24,45,Left
IN,36,40,70,Right
US,37,35,64,None
IN,21,25,70,Right
NZ,36,27,57,None
US,39,39,66,Right
AP,32,37,71,Right
AU,27,35,74,Right
AP,25,38,79,Right
IN,21,22,67,Right
AU,42,28,52,Left
AU,27,37,76,Right
IL,28,32,70,Right
IN,24,16,58,None
MY,32,33,67,Right
GB,41,28,53,Left
IN,36,27,57,None
US,46,18,38,Left
IN,47,33,52,Left
US,33,32,65,Right
IN,23,43,86,Right
US,43,33,56,None
ZA,43,31,54,Left
US,37,28,57,None
GB,40,37,63,None
US,31,35,70,Right
PH,37,33,62,None
US,33,28,61,None
US,38,33,61,None
BD,17,36,85,Right
US,48,29,47,Left
US,40,20,46,Left
US,37,29,58,None
US,27,39,78,Right
US,42,29,53,Left
ID,32,34,68,Right
US,30,24,60,None
PL,29,40,77,Right
IN,47,29,48,Left
VN,33,36,69,Right
EU,41,32,57,None
US,35,35,66,Right
US,32,24,58,None
US,19,29,76,Right
US,38,30,58,None
BE,23,42,85,Right
US,27,28,67,Right
US,31,29,64,None
US,44,28,50,Left
US,45,26,47,Left
CA,27,31,70,Right
IN,35,23,54,Left
SE,26,34,74,Right
US,25,33,74,Right
IN,39,13,40,Left
CA,35,27,58,None
IN,23,41,84,Right
CA,29,34,71,Right
GR,44,32,54,Left
ZA,29,38,75,Right
US,30,23,59,None
US,39,39,66,Right
US,11,43,98,Right
US,22,38,82,Right
US,33,23,56,None
US,23,34,77,Right
GB,38,21,49,Left
SA,42,25,49,Left
US,27,29,68,Right
US,41,31,56,None
GB,33,29,62,None
US,25,32,73,Right
IN,36,38,68,Right
CZ,24,40,82,Right
US,25,29,70,Right
IN,29,33,70,Right
GB,54,29,41,Left
BG,39,28,55,Left
US,30,35,71,Right
MX,38,27,55,Left
US,38,26,54,Left
US,38,30,58,None
US,22,35,79,Right
US,28,30,68,Right
US,39,30,57,None
GB,42,22,46,Left
GB,36,36,66,Right
GB,33,32,65,Right
GB,32,28,62,None
GB,47,20,39,Left
GB,25,27,68,Right
GB,31,28,63,None
US,46,29,49,Left
US,19,38,85,Right
US,37,34,63,None
US,29,31,68,Right
US,47,22,41,Left
US,41,25,50,Left
US,34,26,58,None
GB,25,33,74,Right
GB,31,31,66,Right
US,37,20,49,Left
US,34,40,72,Right
US,26,28,68,Right
US,37,26,55,Left
US,36,31,61,None
GB,42,29,53,Left
US,34,31,63,None
US,48,25,43,Left
MY,40,34,60,None
US,42,22,46,Left
SG,29,41,78,Right
US,37,23,52,Left
US,33,25,58,None
US,30,29,65,Right
US,33,28,61,None
US,35,28,59,None
US,36,22,52,Left
US,39,29,56,None
US,32,25,59,None
US,34,21,53,Left
US,37,30,59,None
US,37,24,53,Left
US,37,26,55,Left
US,35,28,59,None
US,43,31,54,Left
US,24,32,74,Right
US,30,30,66,Right
IN,42,29,53,Left
US,35,33,64,None
US,44,29,51,Left
US,26,34,74,Right
US,39,32,59,None
PH,35,39,70,Right
CA,34,27,59,None
US,29,28,65,Right
US,36,37,67,Right
US,32,40,74,Right
US,40,30,56,None
ID,26,38,78,Right
IN,33,34,67,Right
PH,37,23,52,Left
US,31,31,66,Right
US,30,35,71,Right
IN,38,27,55,Left
IN,29,31,68,Right
IN,39,31,58,None
IN,45,32,53,Left
SG,32,30,64,None
US,36,28,58,None
US,25,35,76,Right
IN,33,33,66,Right
US,20,41,87,Right
AE,45,31,52,Left
US,27,27,66,Right
KE,34,25,57,None
AP,36,27,57,None
AU,37,25,54,Left
IN,44,32,54,Left
PH,25,33,74,Right
US,35,27,58,None
US,37,32,61,None
GB,27,30,69,Right
QA,41,27,52,Left
US,23,31,74,Right
GB,38,29,57,None
IN,27,32,71,Right
MT,34,43,75,Right
GB,34,24,56,None
US,16,37,87,Right
GB,36,24,54,Left
AU,30,34,70,Right
AP,36,22,52,Left
MY,45,32,53,Left
US,40,30,56,None
ID,28,26,64,None
US,37,39,68,Right
JP,33,35,68,Right
US,24,38,80,Right
MY,43,29,52,Left
IN,45,33,54,Left
TW,28,29,67,Right
US,39,25,52,Left
US,25,39,80,Right
ZA,37,20,49,Left
IN,37,23,52,Left
KR,26,36,76,Right
ID,32,30,64,None
GB,28,35,73,Right
US,31,28,63,None
CO,18,40,88,Right
US,26,23,63,None
US,34,31,63,None
MY,30,33,69,Right
US,29,41,78,Right
US,30,29,65,Right
US,33,34,67,Right
US,41,25,50,Left
FI,37,24,53,Left
IN,34,36,68,Right
TH,45,25,46,Left
US,28,26,64,None
BG,30,25,61,None
ID,37,32,61,None
US,30,28,64,None
US,44,25,47,Left
US,37,33,62,None
US,38,25,53,Left
DE,29,35,72,Right
IN,32,30,64,None
US,31,27,62,None
US,38,37,65,Right
GB,35,36,67,Right
US,29,35,72,Right
NG,35,33,64,None
US,34,26,58,None
AU,32,33,67,Right
MT,11,9,64,None
US,31,31,66,Right
GR,47,35,54,Left
MA,42,30,54,Left
GB,45,42,63,None
DE,42,19,43,Left
IE,24,19,61,None
GB,29,31,68,Right
GB,29,27,64,None
US,36,27,57,None
ID,27,29,68,Right
CA,33,26,59,None
GB,38,29,57,None
US,29,30,67,Right
US,33,23,56,None
GB,26,31,71,Right
GB,34,32,64,None
US,30,31,67,Right
US,31,30,65,Right
US,33,38,71,Right
GR,31,29,64,None
AL,30,33,69,Right
GB,33,31,64,None
MY,33,26,59,None
US,37,27,56,None
US,27,34,73,Right
US,27,39,78,Right
US,29,29,66,Right
CA,24,37,79,Right
US,43,37,60,None
US,41,29,54,Left
US,34,23,55,Left
CA,38,30,58,None
US,19,43,90,Right
MY,40,23,49,Left
US,21,22,67,Right
US,38,27,55,Left
US,27,29,68,Right
US,38,33,61,None
US,28,34,72,Right
US,32,37,71,Right
TR,41,32,57,None
CA,28,27,65,Right
US,50,28,44,Left
US,28,28,66,Right
US,35,26,57,None
US,25,33,74,Right
US,34,24,56,None
US,44,23,45,Left
US,21,42,87,Right
CA,32,34,68,Right
US,37,35,64,None
